work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,work_setting,company_location,company_size
2024,Mid-level,Full-time,Data Engineer,51200,GBP,64000,United Kingdom,In-person,United Kingdom,M
2024,Entry-level,Full-time,Data Analyst,55000,GBP,68750,United Kingdom,In-person,United Kingdom,M
2024,Entry-level,Full-time,Data Analyst,45000,GBP,56250,United Kingdom,In-person,United Kingdom,M
2024,Mid-level,Full-time,Data Engineer,208800,USD,208800,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Engineer,98300,USD,98300,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,250200,USD,250200,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,117200,USD,117200,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Engineer,208800,USD,208800,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Engineer,98300,USD,98300,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,250200,USD,250200,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,117200,USD,117200,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Engineer,160000,USD,160000,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Engineer,90000,USD,90000,United States,In-person,United States,M
2024,Entry-level,Full-time,Data Engineer,154500,USD,154500,United States,In-person,United States,M
2024,Entry-level,Full-time,Data Engineer,75705,USD,75705,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,235400,USD,235400,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,212109,USD,212109,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,223500,USD,223500,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,109100,USD,109100,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Scientist,154500,USD,154500,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Scientist,75705,USD,75705,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Scientist,235400,USD,235400,United States,Remote,United States,M
2024,Mid-level,Full-time,Data Scientist,212109,USD,212109,United States,Remote,United States,M
2024,Senior,Full-time,Data Architect,160000,USD,160000,United States,In-person,United States,M
2024,Senior,Full-time,Data Architect,125000,USD,125000,United States,In-person,United States,M
2024,Entry-level,Full-time,Data Analyst,120700,USD,120700,United States,Remote,United States,M
2024,Entry-level,Full-time,Data Analyst,67000,USD,67000,United States,Remote,United States,M
2024,Entry-level,Full-time,Data Analyst,139200,USD,139200,United States,In-person,United States,M
2024,Entry-level,Full-time,Data Analyst,63300,USD,63300,United States,In-person,United States,M
2024,Entry-level,Full-time,Data Analyst,74000,USD,74000,United States,In-person,United States,M
2024,Entry-level,Full-time,Data Analyst,67000,USD,67000,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,234000,USD,234000,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,117000,USD,117000,United States,In-person,United States,M
2024,Senior,Full-time,Data Architect,250777,USD,250777,United States,In-person,United States,M
2024,Senior,Full-time,Data Architect,150466,USD,150466,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,266875,USD,266875,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,128250,USD,128250,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,206000,USD,206000,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,92700,USD,92700,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,180000,USD,180000,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,90000,USD,90000,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,188500,USD,188500,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,165100,USD,165100,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Scientist,128300,USD,128300,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Scientist,85500,USD,85500,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,234000,USD,234000,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,117000,USD,117000,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,216000,USD,216000,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,108000,USD,108000,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Scientist,220000,USD,220000,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Scientist,96600,USD,96600,United States,In-person,United States,M
2024,Entry-level,Full-time,Data Scientist,172000,USD,172000,United States,In-person,United States,M
2024,Entry-level,Full-time,Data Scientist,75600,USD,75600,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,180000,USD,180000,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,90000,USD,90000,United States,In-person,United States,M
2024,Entry-level,Full-time,Data Analyst,141840,USD,141840,United States,In-person,United States,M
2024,Entry-level,Full-time,Data Analyst,85104,USD,85104,United States,In-person,United States,M
2024,Entry-level,Full-time,Data Analyst,172000,USD,172000,United States,In-person,United States,M
2024,Entry-level,Full-time,Data Analyst,75600,USD,75600,United States,In-person,United States,M
2024,Entry-level,Full-time,Data Analyst,130000,USD,130000,United States,In-person,United States,M
2024,Entry-level,Full-time,Data Analyst,70000,USD,70000,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,221900,USD,221900,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,138900,USD,138900,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,221900,USD,221900,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,138900,USD,138900,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,273500,USD,273500,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,126600,USD,126600,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,155000,USD,155000,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,144560,USD,144560,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Engineer,65000,GBP,81250,United Kingdom,In-person,United Kingdom,M
2024,Mid-level,Full-time,Data Engineer,65000,GBP,81250,United Kingdom,In-person,United Kingdom,M
2024,Senior,Full-time,Data Engineer,65000,GBP,81250,United Kingdom,In-person,United Kingdom,M
2024,Senior,Full-time,Data Engineer,65000,GBP,81250,United Kingdom,In-person,United Kingdom,M
2024,Senior,Full-time,Data Engineer,173000,USD,173000,United States,Remote,United States,M
2024,Senior,Full-time,Data Engineer,138400,USD,138400,United States,Remote,United States,M
2024,Entry-level,Full-time,Data Analyst,120000,USD,120000,United States,In-person,United States,M
2024,Entry-level,Full-time,Data Analyst,100000,USD,100000,United States,In-person,United States,M
2024,Entry-level,Full-time,Data Analyst,100000,USD,100000,United States,Remote,United States,M
2024,Entry-level,Full-time,Data Analyst,80000,USD,80000,United States,Remote,United States,M
2024,Senior,Full-time,Data Analyst,203000,USD,203000,United States,Remote,United States,M
2024,Senior,Full-time,Data Analyst,135000,USD,135000,United States,Remote,United States,M
2024,Mid-level,Full-time,Data Specialist,101000,USD,101000,United States,Remote,United States,M
2024,Mid-level,Full-time,Data Specialist,68000,USD,68000,United States,Remote,United States,M
2024,Mid-level,Full-time,Data Scientist,150000,USD,150000,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Scientist,128000,USD,128000,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,266000,USD,266000,United States,Remote,United States,M
2024,Senior,Full-time,Data Scientist,165000,USD,165000,United States,Remote,United States,M
2024,Mid-level,Full-time,Data Scientist,80000,USD,80000,United States,Remote,United States,M
2024,Mid-level,Full-time,Data Scientist,80000,USD,80000,United States,Remote,United States,M
2024,Senior,Full-time,Data Scientist,150000,USD,150000,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,110000,USD,110000,United States,In-person,United States,M
2024,Executive,Full-time,Head of Data,350000,USD,350000,United States,In-person,United States,M
2024,Executive,Full-time,Head of Data,263500,USD,263500,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Engineer,270000,USD,270000,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Engineer,130000,USD,130000,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Engineer,145000,USD,145000,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Engineer,145000,USD,145000,United States,In-person,United States,M
2024,Senior,Full-time,Data Engineer,240000,USD,240000,United States,Remote,United States,M
2024,Senior,Full-time,Data Engineer,175000,USD,175000,United States,Remote,United States,M
2024,Executive,Full-time,Data Operations Specialist,180000,USD,180000,United States,In-person,United States,M
2024,Executive,Full-time,Data Operations Specialist,50000,USD,50000,United States,In-person,United States,M
2024,Senior,Full-time,Data Architect,238000,USD,238000,United States,Remote,United States,M
2024,Senior,Full-time,Data Architect,149000,USD,149000,United States,Remote,United States,M
2024,Senior,Full-time,Data Lead,180000,USD,180000,United States,In-person,United States,M
2024,Senior,Full-time,Data Lead,150000,USD,150000,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Scientist,140000,USD,140000,United States,Remote,United States,L
2024,Senior,Full-time,Data Scientist,234000,USD,234000,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,117000,USD,117000,United States,In-person,United States,M
2024,Senior,Full-time,Data Scientist,210100,USD,210100,Italy,Remote,Italy,M
2024,Senior,Full-time,Data Scientist,98000,USD,98000,Italy,Remote,Italy,M
2024,Entry-level,Full-time,Data Analyst,48645,GBP,60806,United Kingdom,In-person,United Kingdom,M
2024,Entry-level,Full-time,Data Analyst,38916,GBP,48645,United Kingdom,In-person,United Kingdom,M
2024,Senior,Full-time,Data Engineer,50000,GBP,62500,United Kingdom,In-person,United Kingdom,M
2024,Senior,Full-time,Data Engineer,50000,GBP,62500,United Kingdom,In-person,United Kingdom,M
2024,Senior,Full-time,Data Engineer,235400,USD,235400,United States,Remote,United States,M
2024,Senior,Full-time,Data Engineer,218701,USD,218701,United States,Remote,United States,M
2024,Senior,Full-time,Data Analyst,148000,USD,148000,United States,In-person,United States,M
2024,Senior,Full-time,Data Analyst,79800,USD,79800,United States,In-person,United States,M
2024,Senior,Full-time,Data Analyst,138600,USD,138600,Canada,In-person,Canada,M
2024,Senior,Full-time,Data Analyst,74800,USD,74800,Canada,In-person,Canada,M
2024,Mid-level,Full-time,Data Analyst,135000,USD,135000,United States,Remote,United States,M
2024,Mid-level,Full-time,Data Analyst,85000,USD,85000,United States,Remote,United States,M
2024,Mid-level,Full-time,Data Operations Specialist,80000,USD,80000,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Operations Specialist,70000,USD,70000,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Operations Specialist,80000,USD,80000,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Operations Specialist,70000,USD,70000,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Analyst,242400,USD,242400,United States,Remote,United States,M
2024,Mid-level,Full-time,Data Analyst,161600,USD,161600,United States,Remote,United States,M
2024,Mid-level,Full-time,Data Analyst,120000,USD,120000,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Analyst,100000,USD,100000,United States,In-person,United States,M
2024,Entry-level,Full-time,Data Analyst,132000,USD,132000,United States,In-person,United States,M
2024,Entry-level,Full-time,Data Analyst,97000,USD,97000,United States,In-person,United States,M
2024,Senior,Full-time,Data Analyst,145000,USD,145000,United States,In-person,United States,M
2024,Senior,Full-time,Data Analyst,110000,USD,110000,United States,In-person,United States,M
2024,Mid-level,Full-time,Data Analyst,72000,EUR,80000,Netherlands,In-person,Netherlands,M
